순번,변수,라벨,문항그룹,유형,결측률(%),고유값수,값설명,노트북사용
275,Q11_3A14,문11-3. 당일형 산림휴양.복지활동 방문지역,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),범주형(코드),100.0,3,11010=서울 종로구; 11020=서울 중구; 11030=서울 용산구; 11040=서울 성동구; 11050=서울 광진구; 11060=서울 동대문구; 11070=서울 중랑구; 11080=서울 성북구; 11090=서울 강북구; 11100=서울 도봉구; 11110=서울 노원구; 11120=서울 은평구; 11130=서울 서대문구; 11140=서울 마포구; 11150=서울 양천구; 11160=서울 강서구; 11170=서울 구로구; 11180=서울 금천구; 11190=서울 영등포구; 11200=서울 동작구; 11210=서울 관악구; 11220=서울 서초구; 11230=서울 강남구; 11240=서울 송파구; 11250=서울 강동구; 21010=부산 중구; 21020=부산 서구; 21030=부산 동구; 21040=부산 영도구; 21050=부산 부산진구; …=외 231개,O
276,Q11_4A14,문11-4. 지역 선택 이유,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),범주형(코드),100.0,1,"1=수려한 자연경관; 2=이동 및 교통의 편의성; 3=시설의 편리성, 쾌적성; 4=저렴한 여행경비; 5=다양한 볼거리, 즐길거리, 먹거리; 6=주변 관광지와의 연계성; 7=교육성(교육적 측면); 8=기타",O
277,Q11_4A14_ETC,문11-4. 지역 선택 이유_기타내용,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),삭제됨(전량결측),100.0,0,,O
278,Q11_5A14,문11-5. 당일 일정 횟수,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),수치형,100.0,1,범위 1~1,O
279,Q11_6A14,문11-6. 동반유형,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),범주형(코드),100.0,3,"1=혼자; 2=가족(부모, 배우자, 자녀, 형제); 3=친척; 4=친구/연인; 5=(직장)동료; 6=친목단체/모임(동호회, 종교단체 등); 7=학교 단체(소풍, 수학여행 등); 8=기타",O
280,Q11_6A14_ETC,문11-6. 동반유형_기타내용,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),삭제됨(전량결측),100.0,0,,O
281,Q11_7A14,문11-7. 방문목적,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),범주형(코드),100.0,2,"1=휴양 및 휴식을 취하기 위해; 2=건강 증진을 위해; 3=질병 치유를 위해; 4=교육, 학습을 위해; 5=취미 및 레포츠 활동을 위해; 6=친목 활동을 위해; 7=기타",O
282,Q11_7A14_ETC,문11-7. 방문목적_기타내용,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),삭제됨(전량결측),100.0,0,,O
283,Q11_8A14,문11-8. 1회 기준 1인 평균 소비금액,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),수치형,100.0,3,범위 0~3,O
284,Q11_2_1A15,문11-2-1. 당일형 산림휴양.복지활동 방문시기(시기),Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),범주형(코드),100.0,1,1=1월; 2=2월; 3=3월; 4=4월; 5=5월; 6=6월; 7=7월; 8=8월; 9=9월; 10=10월; 11=11월; 12=12월,O
285,Q11_2_2A15,문11-2-2. 당일형 산림휴양.복지활동 방문시기(주간),Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),범주형(코드),100.0,1,1=주중; 2=주말; 3=공휴일(휴가 포함),O
286,Q11_3A15,문11-3. 당일형 산림휴양.복지활동 방문지역,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),범주형(코드),100.0,1,11010=서울 종로구; 11020=서울 중구; 11030=서울 용산구; 11040=서울 성동구; 11050=서울 광진구; 11060=서울 동대문구; 11070=서울 중랑구; 11080=서울 성북구; 11090=서울 강북구; 11100=서울 도봉구; 11110=서울 노원구; 11120=서울 은평구; 11130=서울 서대문구; 11140=서울 마포구; 11150=서울 양천구; 11160=서울 강서구; 11170=서울 구로구; 11180=서울 금천구; 11190=서울 영등포구; 11200=서울 동작구; 11210=서울 관악구; 11220=서울 서초구; 11230=서울 강남구; 11240=서울 송파구; 11250=서울 강동구; 21010=부산 중구; 21020=부산 서구; 21030=부산 동구; 21040=부산 영도구; 21050=부산 부산진구; …=외 231개,O
287,Q11_4A15,문11-4. 지역 선택 이유,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),범주형(코드),100.0,1,"1=수려한 자연경관; 2=이동 및 교통의 편의성; 3=시설의 편리성, 쾌적성; 4=저렴한 여행경비; 5=다양한 볼거리, 즐길거리, 먹거리; 6=주변 관광지와의 연계성; 7=교육성(교육적 측면); 8=기타",O
288,Q11_4A15_ETC,문11-4. 지역 선택 이유_기타내용,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),삭제됨(전량결측),100.0,0,,O
289,Q11_5A15,문11-5. 당일 일정 횟수,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),수치형,100.0,1,범위 1~1,O
290,Q11_6A15,문11-6. 동반유형,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),범주형(코드),100.0,1,"1=혼자; 2=가족(부모, 배우자, 자녀, 형제); 3=친척; 4=친구/연인; 5=(직장)동료; 6=친목단체/모임(동호회, 종교단체 등); 7=학교 단체(소풍, 수학여행 등); 8=기타",O
291,Q11_6A15_ETC,문11-6. 동반유형_기타내용,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),삭제됨(전량결측),100.0,0,,O
292,Q11_7A15,문11-7. 방문목적,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),범주형(코드),100.0,1,"1=휴양 및 휴식을 취하기 위해; 2=건강 증진을 위해; 3=질병 치유를 위해; 4=교육, 학습을 위해; 5=취미 및 레포츠 활동을 위해; 6=친목 활동을 위해; 7=기타",O
293,Q11_7A15_ETC,문11-7. 방문목적_기타내용,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),삭제됨(전량결측),100.0,0,,O
294,Q11_8A15,문11-8. 1회 기준 1인 평균 소비금액,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),수치형,100.0,1,범위 0~0,O
295,Q12A1,문12-1. 숙박형 산림휴양.복지활동 참여활동,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),범주형(코드),70.3,25,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타",O
296,Q12A2,문12-1. 숙박형 산림휴양.복지활동 참여활동,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),범주형(코드),83.6,26,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타",O
297,Q12A3,문12-1. 숙박형 산림휴양.복지활동 참여활동,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),범주형(코드),93.0,23,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타",O
298,Q12A4,문12-1. 숙박형 산림휴양.복지활동 참여활동,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),범주형(코드),97.5,18,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타",O
299,Q12A5,문12-1. 숙박형 산림휴양.복지활동 참여활동,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),범주형(코드),99.1,16,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타",O
300,Q12A6,문12-1. 숙박형 산림휴양.복지활동 참여활동,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),범주형(코드),99.7,12,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타",O
301,Q12A7,문12-1. 숙박형 산림휴양.복지활동 참여활동,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),범주형(코드),99.9,4,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타",O
302,Q12A8,문12-1. 숙박형 산림휴양.복지활동 참여활동,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),범주형(코드),99.9,3,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타",O
303,Q12A9,문12-1. 숙박형 산림휴양.복지활동 참여활동,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),범주형(코드),100.0,1,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타",O
304,Q12A10,문12-1. 숙박형 산림휴양.복지활동 참여활동,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),범주형(코드),100.0,1,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타",O
305,Q12A11,문12-1. 숙박형 산림휴양.복지활동 참여활동,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),범주형(코드),100.0,1,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타",O
306,Q12A12,문12-1. 숙박형 산림휴양.복지활동 참여활동,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),범주형(코드),100.0,1,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타",O
307,Q12A13,문12-1. 숙박형 산림휴양.복지활동 참여활동,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),삭제됨(전량결측),100.0,0,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타",O
308,Q12A14,문12-1. 숙박형 산림휴양.복지활동 참여활동,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),삭제됨(전량결측),100.0,0,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타",O
309,Q12A15,문12-1. 숙박형 산림휴양.복지활동 참여활동,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),삭제됨(전량결측),100.0,0,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타",O
310,Q12_2_1A1,문12-2-1. 숙박형 산림휴양.복지활동 방문시기(시기),Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),범주형(코드),70.3,12,1=1월; 2=2월; 3=3월; 4=4월; 5=5월; 6=6월; 7=7월; 8=8월; 9=9월; 10=10월; 11=11월; 12=12월,O
311,Q12_2_2A1,문12-2-2. 숙박형 산림휴양.복지활동 방문시기(주간),Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),범주형(코드),70.3,3,1=주중; 2=주말; 3=공휴일(휴가 포함),O
312,Q12_3A1,문12-3. 숙박형 산림휴양.복지활동 방문지역,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),범주형(코드),70.3,164,11010=서울 종로구; 11020=서울 중구; 11030=서울 용산구; 11040=서울 성동구; 11050=서울 광진구; 11060=서울 동대문구; 11070=서울 중랑구; 11080=서울 성북구; 11090=서울 강북구; 11100=서울 도봉구; 11110=서울 노원구; 11120=서울 은평구; 11130=서울 서대문구; 11140=서울 마포구; 11150=서울 양천구; 11160=서울 강서구; 11170=서울 구로구; 11180=서울 금천구; 11190=서울 영등포구; 11200=서울 동작구; 11210=서울 관악구; 11220=서울 서초구; 11230=서울 강남구; 11240=서울 송파구; 11250=서울 강동구; 21010=부산 중구; 21020=부산 서구; 21030=부산 동구; 21040=부산 영도구; 21050=부산 부산진구; …=외 231개,O
313,Q12_4A1,문12-4. 지역 선택 이유,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),범주형(코드),70.3,8,"1=수려한 자연경관; 2=이동 및 교통의 편의성; 3=시설의 편리성, 쾌적성; 4=저렴한 여행경비; 5=다양한 볼거리, 즐길거리, 먹거리; 6=주변 관광지와의 연계성; 7=교육성(교육적 측면); 8=기타",O
314,Q12_4A1_ETC,문12-4. 지역 선택 이유_기타내용,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),자유응답,99.9,6,부모님선택 / 지인거주 / 부모 거주,O
315,Q12_5_11A1,문12-5-1. 숙박 일정(박),Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),수치형,70.3,6,범위 1~6,O
316,Q12_5_12A1,문12-5-1. 숙박 일정(일),Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),수치형,70.3,6,범위 2~7,O
317,Q12_5_2A1,문12-5-2. 숙박 횟수,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),수치형,70.3,5,범위 1~9,O
318,Q12_6A1,문12-6. 동반유형,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),범주형(코드),70.3,7,"1=혼자; 2=가족(부모, 배우자, 자녀, 형제); 3=친척; 4=친구/연인; 5=(직장)동료; 6=친목단체/모임(동호회, 종교단체 등); 7=학교 단체(소풍, 수학여행 등); 8=기타",O
319,Q12_6A1_ETC,문12-6. 동반유형_기타내용,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),삭제됨(전량결측),100.0,0,,O
320,Q12_7A1,문12-7. 방문목적,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),범주형(코드),70.3,7,"1=휴양 및 휴식을 취하기 위해; 2=건강 증진을 위해; 3=질병 치유를 위해; 4=교육, 학습을 위해; 5=취미 및 레포츠 활동을 위해; 6=친목 활동을 위해; 7=기타",O
321,Q12_7A1_ETC,문12-7. 방문목적_기타내용,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),자유응답,99.8,10,부모님결정 / 가족 경조사 / 별 관찰,O
322,Q12_8A1,문12-8. 1회 기준 1인 평균 소비금액,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),수치형,70.3,46,범위 2~80,O
323,Q12_2_1A2,문12-2-1. 숙박형 산림휴양.복지활동 방문시기(시기),Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),범주형(코드),83.6,12,1=1월; 2=2월; 3=3월; 4=4월; 5=5월; 6=6월; 7=7월; 8=8월; 9=9월; 10=10월; 11=11월; 12=12월,O
324,Q12_2_2A2,문12-2-2. 숙박형 산림휴양.복지활동 방문시기(주간),Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),범주형(코드),83.6,3,1=주중; 2=주말; 3=공휴일(휴가 포함),O
325,Q12_3A2,문12-3. 숙박형 산림휴양.복지활동 방문지역,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),범주형(코드),83.6,154,11010=서울 종로구; 11020=서울 중구; 11030=서울 용산구; 11040=서울 성동구; 11050=서울 광진구; 11060=서울 동대문구; 11070=서울 중랑구; 11080=서울 성북구; 11090=서울 강북구; 11100=서울 도봉구; 11110=서울 노원구; 11120=서울 은평구; 11130=서울 서대문구; 11140=서울 마포구; 11150=서울 양천구; 11160=서울 강서구; 11170=서울 구로구; 11180=서울 금천구; 11190=서울 영등포구; 11200=서울 동작구; 11210=서울 관악구; 11220=서울 서초구; 11230=서울 강남구; 11240=서울 송파구; 11250=서울 강동구; 21010=부산 중구; 21020=부산 서구; 21030=부산 동구; 21040=부산 영도구; 21050=부산 부산진구; …=외 231개,O
326,Q12_4A2,문12-4. 지역 선택 이유,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),범주형(코드),83.6,8,"1=수려한 자연경관; 2=이동 및 교통의 편의성; 3=시설의 편리성, 쾌적성; 4=저렴한 여행경비; 5=다양한 볼거리, 즐길거리, 먹거리; 6=주변 관광지와의 연계성; 7=교육성(교육적 측면); 8=기타",O
327,Q12_4A2_ETC,문12-4. 지역 선택 이유_기타내용,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),자유응답,99.9,5,부모님 결정 / 가족 거주 / 가족여행,O
328,Q12_5_11A2,문12-5-1. 숙박 일정(박),Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),수치형,83.6,4,범위 1~4,O
329,Q12_5_12A2,문12-5-1. 숙박 일정(일),Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),수치형,83.6,4,범위 2~5,O
330,Q12_5_2A2,문12-5-2. 숙박 횟수,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),수치형,83.6,5,범위 1~5,O
331,Q12_6A2,문12-6. 동반유형,Q12. 숙박형 방문기록 — 최대 15슬롯 (지역·박수·동반·목적·소비),범주형(코드),83.6,7,"1=혼자; 2=가족(부모, 배우자, 자녀, 형제); 3=친척; 4=친구/연인; 5=(직장)동료; 6=친목단체/모임(동호회, 종교단체 등); 7=학교 단체(소풍, 수학여행 등); 8=기타",O
